Id;nom_source;nom_ldd;id_origin;auteur_in;annee_init;date_obs;confidenti;typo_ppale;typo_secon;fonction;commentair;financemen;cd_insee;commune;X_L93;Y_L93;maj_date;maj_auteur;maj_commen;prefixe;x;y
234;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1211;;2000;24/10/2000;;Forêt/Boisement;;Non renseigné;;;88511;Villouxel;892572;6808113;;;;;5.60114135;48.34483704
689;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);5002;;2007;02/04/2007;;Forêt/Boisement;;Non renseigné;;;88344;Pargny-sous-Mureau;893055;6808737;;;;;5.60627469;48.35026537
692;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);5010;;2007;10/04/2007;;Prairie;;Non renseigné;;;88344;Pargny-sous-Mureau;892429;6809550;;;;;5.59819601;48.35775955
688;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);4997;;2007;27/03/2007;;Prairie;;Non renseigné;;;88303;Midrevaux;891331;6813248;;;;;5.58500861;48.39133605
1200;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);8998;;2005;08/06/2005;;Marais;;Non renseigné;;;55015;Aulnois-en-Perthois;857204;6838780;;;;;5.13349863;48.63009273
142;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);331;;1998;31/03/1998;;Prairie;;Non renseigné;;;55186;Fains-Véel;855130;6855438;;;;;5.11140816;48.78036238
1449;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10476;GOBIN Anne Sophie;2009;16/06/2009;;Forêt/Boisement;;Non renseigné;;;55430;Ribeaucourt;871390;6829392;;;;;5.32216340;48.54207250
892;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6027;;2007;11/04/2007;;Jardin/Urbain/Milieu anthropisé;;Non renseigné;;;55114;Chonville-Malaumont;883385;6856599;;;;;5.49624205;48.78339367
637;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);4603;;2006;02/05/2006;;Prairie;;Non renseigné;;;55532;Vaubecourt;853292;6873887;;;;;5.09307051;48.94693293
1434;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10420;GOBIN Anne Sophie;2009;02/06/2009;;Forêt/Boisement;;Non renseigné;;;55532;Vaubecourt;851458;6872636;;;;;5.06757441;48.93585515
1439;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10452;GOBIN Anne Sophie;2009;03/04/2009;;Forêt/Boisement;;Non renseigné;;;55106;Chattancourt;863409;6905160;;;;;5.24325625;49.22524148
1440;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10453;GOBIN Anne Sophie;2009;03/04/2009;;Forêt/Boisement;;Non renseigné;;;55106;Chattancourt;863542;6905204;;;;;5.24508859;49.22560218
1448;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10471;GOBIN Anne Sophie;2009;19/05/2009;;Forêt/Boisement;;Non renseigné;;;55498;Souilly;869921;6883706;;;;;5.32393591;49.03074371
137;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);218;;1994;10/05/1994;;Forêt/Boisement;;Non renseigné;;;55111;Chauvoncourt;880742;6868508;;;;;5.46534699;48.89118407
1450;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10477;GOBIN Anne Sophie;2009;18/05/2009;;Forêt/Boisement;;Non renseigné;;;55482;Senoncourt-les-Maujouy;872151;6886377;;;;;5.35550026;49.05414964
1451;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10481;GOBIN Anne Sophie;2009;18/05/2009;;Forêt/Boisement;;Non renseigné;;;55482;Senoncourt-les-Maujouy;873082;6887275;;;;;5.36860269;49.06197448
323;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1983;;2002;16/05/2002;;Forêt/Boisement;;Non renseigné;;;55043;Belleville-sur-Meuse;874688;6900416;;;;;5.39602401;49.17970231
130;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);167;;2003;12/04/2003;;Prairie;;Non renseigné;;;55073;Bras-sur-Meuse;875185;6902416;;;;;5.40366702;49.19747304
940;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6348;;2008;01/04/2008;;Forêt/Boisement;;Non renseigné;;;55073;Bras-sur-Meuse;873860;6904709;;;;;5.38645561;49.21844008
1206;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9099;;2009;07/03/2009;;Forêt/Boisement;;Non renseigné;;;55073;Bras-sur-Meuse;873343;6905037;;;;;5.37948639;49.22152078
306;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1823;;2001;25/03/2001;;Prairie;;Non renseigné;;;55189;Fleury-devant-Douaumont;876847;6903437;;;;;5.42688432;49.20619178
307;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1824;;2000;20/05/2000;;Prairie;;Non renseigné;;;55189;Fleury-devant-Douaumont;875731;6902668;;;;;5.41125774;49.19958074
308;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1825;;2003;16/03/2003;;Forêt/Boisement;;Non renseigné;;;55189;Fleury-devant-Douaumont;877703;6901861;;;;;5.43795613;49.19178922
1436;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10446;GOBIN Anne Sophie;2009;01/04/2009;;Forêt/Boisement;;Non renseigné;;;55048;Béthincourt;862537;6907766;;;;;5.23230170;49.24888196
1437;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10447;GOBIN Anne Sophie;2009;01/04/2009;;Forêt/Boisement;;Non renseigné;;;55048;Béthincourt;862856;6908027;;;;;5.23678208;49.25114711
1443;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10456;GOBIN Anne Sophie;2009;01/04/2009;;Forêt/Boisement;;Non renseigné;;;55048;Béthincourt;863763;6908125;;;;;5.24926291;49.25179812
304;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1804;;2003;15/03/2003;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;866406;6906066;;;;;5.28472314;49.23260910
449;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);3130;;2004;19/04/2004;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;866122;6906016;;;;;5.28081601;49.23223790
942;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6369;;2008;01/04/2008;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;863568;6906116;;;;;5.24581237;49.23379268
1204;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9044;;2007;14/04/2007;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;866251;6906167;;;;;5.28264874;49.23355946
1438;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10451;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;863366;6905766;;;;;5.24289157;49.23069930
1441;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10454;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;863615;6905434;;;;;5.24618006;49.22765218
1442;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10455;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;863648;6906026;;;;;5.24686421;49.23296726
1444;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10462;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;865798;6906248;;;;;5.27646443;49.23440310
1445;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10464;GOBIN Anne Sophie;2009;03/04/2009;;Forêt/Boisement;;Non renseigné;;;55139;Cumières-le-Mort-Homme;866033;6906259;;;;;5.27969225;49.23444103
287;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1677;;2011;06/04/2011;;Prairie;;Non renseigné;;;55078;Brieulles-sur-Meuse;858552;6918042;;;;;5.18174826;49.34263010
1201;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9029;;2007;15/04/2007;;Prairie;;Non renseigné;;;55571;Vilosnes-Haraumont;863550;6916934;;;;;5.25188497;49.33071127
288;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1679;;2011;05/04/2011;;Prairie;;Non renseigné;;;55225;Halles-sous-les-Côtes;853764;6929703;;;;;5.11991148;49.44801856
184;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);700;;2000;12/03/2000;;Prairie;;Non renseigné;;;55338;Milly-sur-Bradon;859758;6924575;;;;;5.20058954;49.40062670
247;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1251;;1996;28/07/1996;;Carrière/Gravière;;Non renseigné;;;55338;Milly-sur-Bradon;860310;6923742;03/04/2017;BRACH Mallaurie;Recalage Orthophotographie 2014;;5.20817045;49.39316596
174;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);623;;1996;08/05/1996;;Prairie;;Non renseigné;;;55293;Lion-devant-Dun;863316;6927640;;;;;5.25066907;49.42718571
34;CEN Lorraine;Inventaire Interreg lorraine;657;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;Typologie : RPG 2009;;55323;Martincourt-sur-Meuse;857962;6940770;;;;;5.18227525;49.54657729
97;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);54;;1996;08/05/1996;;Forêt/Boisement;;Non renseigné;;;55025;Baâlon;865623;6932139;;;;;5.28433607;49.46708289
249;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1267;;1997;04/05/1997;;Forêt/Boisement;;Non renseigné;;;55025;Baâlon;865424;6933139;;;;;5.28200109;49.47611924
250;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1270;;1997;04/05/1997;;Forêt/Boisement;;Non renseigné;;;55025;Baâlon;865424;6933139;;;;;5.28200109;49.47611924
1054;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7469;;2009;27/03/2009;;Forêt/Boisement;;Non renseigné;;;55025;Baâlon;864989;6931941;;;;;5.27552633;49.46547290
941;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6352;;2008;03/06/2008;;Forêt/Boisement;;Non renseigné;;;55193;Forges-sur-Meuse;866744;6907537;;;;;5.28995239;49.24574228
1446;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10465;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55193;Forges-sur-Meuse;866665;6907980;;;;;5.28904179;49.24974734
1447;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10470;GOBIN Anne Sophie;2009;02/04/2009;;Forêt/Boisement;;Non renseigné;;;55193;Forges-sur-Meuse;867506;6908325;;;;;5.30073064;49.25262408
1203;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9042;;2007;14/04/2007;;Prairie;;Non renseigné;;;55124;Consenvoye;865613;6911569;12/04/2017;BRACH Mallaurie;;;5.27618458;49.28232386
1207;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9111;;2002;28/04/2002;;Forêt/Boisement;;Non renseigné;;;55307;Louvemont-Côte-du-Poivre;874609;6905885;;;;;5.39721599;49.22880187
1208;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9130;;2005;11/06/2005;;Forêt/Boisement;;Non renseigné;;;55307;Louvemont-Côte-du-Poivre;876194;6906611;;;;;5.41927236;49.23489096
1202;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9036;;2005;30/04/2005;;Prairie;;Non renseigné;;;55490;Sivry-sur-Meuse;864314;6915108;12/04/2017;BRACH Mallaurie;Recalage Orthophotographie 2014;;5.25983427;49.31442158
79;CEN Lorraine;Inventaire Interreg lorraine;304;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55071;Brandeville;867969;6925833;;;;;5.31413472;49.40981536
80;CEN Lorraine;Inventaire Interreg lorraine;317;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55071;Brandeville;868725;6925106;;;;;5.32424960;49.40308681
290;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1686;;2000;02/06/2000;;Prairie;;Non renseigné;;;55071;Brandeville;868664;6925082;;;;;5.32339978;49.40288102
1166;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7652;;2010;23/06/2010;;Prairie;;Non renseigné;;;55071;Brandeville;867952;6926112;;;;;5.31391893;49.41230868
1167;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7654;;2010;23/06/2010;;Prairie;;Non renseigné;;;55071;Brandeville;868613;6925063;;;;;5.32268878;49.40272832
1168;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7656;;2010;23/06/2010;;Prairie;;Non renseigné;;;55071;Brandeville;868008;6926173;;;;;5.31474172;49.41288454
81;CEN Lorraine;Inventaire Interreg lorraine;318;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55076;Bréhéville;870373;6925700;;;;;5.34717441;49.40798737
131;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);169;;1996;05/05/1996;;Forêt/Boisement;;Non renseigné;;;55076;Bréhéville;870717;6925828;;;;;5.35196059;49.40904633
235;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1212;;1997;26/05/1997;;Prairie;;Non renseigné;;;55076;Bréhéville;870615;6924428;;;;;5.34998220;49.39649280
237;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1223;;1997;16/03/1997;;Prairie;;Non renseigné;;;55076;Bréhéville;869212;6923030;;;;;5.33009819;49.38430435
452;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);3176;;2004;14/04/2004;;Prairie;;Non renseigné;;;55145;Damvillers;875686;6920134;03/04/2017;BRACH Mallaurie;Recalage Orthophotographie 2014;;5.41783463;49.35636702
1153;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7618;;2010;25/05/2010;;Prairie;;Non renseigné;Typologie : RPG 2009;;55572;Vittarville;874824;6925708;;;;;5.40846845;49.40685273
390;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);2485;;2003;11/06/2003;;Forêt/Boisement;;Non renseigné;;;55050;Bezonvaux;880076;6907136;;;;;5.47275488;49.23852235
1213;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9177;;2006;16/06/2006;;Forêt/Boisement;;Non renseigné;;;55050;Bezonvaux;879760;6906895;;;;;5.46831678;49.23645287
1209;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9134;;2006;08/05/2006;;Forêt/Boisement;;Non renseigné;;;55394;Ornes;876495;6906694;;;;;5.42343056;49.23554856
1210;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);9145;;2002;08/05/2002;;Forêt/Boisement;;Non renseigné;;;55394;Ornes;877071;6907383;;;;;5.43162056;49.24158601
1452;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10486;GOBIN Anne Sophie;2009;24/04/2009;;Prairie;;Non renseigné;;;55024;Azannes-et-Soumazannes;883029;6914458;;;;;5.51648366;49.30347643
1453;Commission Reptiles Amphibiens;Tableau - CSL - A-S GOBIN - Stage - 2009 - Base CRA (18-mars-2013);10487;GOBIN Anne Sophie;2009;24/04/2009;;Forêt/Boisement;;Non renseigné;;;55218;Gremilly;883085;6914158;;;;;5.51712701;49.30076215
213;CEN Lorraine;;969;TOLLIE Mylène;2014;17/01/2014;;Disparue;;Non renseigné;;;55481;Senon;888200;6910800;;;;;5.58587799;49.26910505
337;CEN Lorraine;Programme creusement de mare CEN Lorraine 2014-2015;2064;TOLLIE Mylène;2011;30/06/2015;;Prairie;;Biodiversité;"Recreusée en décembre 2015 (AM1); MAE Mare; ZPS Spincourt; mare 10.6";;55481;Senon;890012;6911269;;;;;5.61096294;49.27271191
478;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);Zone 10 - Mare 4;TOLLIE Mylène;2011;30/06/2015;;Prairie;;Non renseigné;"MAE Mare; ZPS Spincourt (M3)";;55481;Senon;890242;6911328;;;;;5.61415638;49.27317792
479;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);3496;TOLLIE Mylène;2015;28/04/2011;;Prairie;;Non renseigné;"MAE Mare; ZPS Spincourt (M4)";;55481;Senon;890419;6911410;;;;;5.61662390;49.27385748
1319;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10118;GRISVARD Pierre;2010;20/05/2010;;Prairie;;Non renseigné;;;55481;Senon;890898;6912117;;;;;5.62474833;49.27970289
207;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);886;;1997;14/05/1997;;Prairie;;Non renseigné;;;55437;Romagne-sous-les-Côtes;880814;6917884;;;;;5.48928514;49.33491233
1312;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10088;GRISVARD Pierre;2010;18/05/2010;;Forêt/Boisement;;Non renseigné;;;55563;Villers-lès-Mangiennes;881352;6918083;;;;;5.49501905;49.33652752
1313;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10094;GRISVARD Pierre;2010;19/05/2010;;Forêt/Boisement;;Non renseigné;;;55053;Billy-sous-Mangiennes;886254;6915337;;;;;5.56118272;49.31044022
1314;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10097;GRISVARD Pierre;2010;19/05/2010;;Prairie;;Non renseigné;;;55053;Billy-sous-Mangiennes;886570;6916260;;;;;5.56594678;49.31863778
1315;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10100;GRISVARD Pierre;2010;19/05/2010;;Prairie;;Non renseigné;;;55053;Billy-sous-Mangiennes;886768;6915860;07/04/2017;BRACH Mallaurie;"MB : mare non visible; voir QM";;5.56958499;49.31597006
1316;Commission Reptiles Amphibiens;"Stage CEN P. Grisvard; 2010 - Base CRA (18-mars-2013)";10106;GRISVARD Pierre;2010;17/06/2010;;Prairie;;Non renseigné;;;55053;Billy-sous-Mangiennes;887090;6916336;07/04/2017;BRACH Mallaurie;"MB : pas de mare visible; voir QM";;5.57481026;49.31920852
64;CEN Lorraine;Inventaire Interreg lorraine;706;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55405;Pillon;887606;6923264;;;;;5.58332740;49.38126520
969;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6489;;2009;12/05/2009;;Prairie;;Non renseigné;;;55405;Pillon;885364;6922350;;;;;5.55207402;49.37370459
970;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6490;;2011;14/06/2011;;Prairie;;Non renseigné;;;55405;Pillon;888744;6922114;;;;;5.59846965;49.37059999
1091;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7527;;2010;15/06/2010;;Prairie;;Non renseigné;;;55405;Pillon;889071;6922041;07/04/2017;BRACH Mallaurie;Recalage Orthophotographie 2014;;5.60312448;49.36980936
1130;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7583;;2010;03/06/2010;;Culture;;Non renseigné;Typologie : RPG 2010;;55405;Pillon;886826;6920383;;;;;5.57129874;49.35560788
1131;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7584;;2011;14/06/2011;;Prairie;;Non renseigné;Typologie : RPG 2009;;55405;Pillon;887353;6921715;;;;;5.57915358;49.36741990
1132;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7585;;2010;15/06/2010;;Culture;;Non renseigné;Typologie : RPG 2010;;55405;Pillon;885920;6921341;;;;;5.55927907;49.36447881
1133;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7586;;2010;09/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009;;55405;Pillon;887590;6921282;07/04/2017;BRACH Mallaurie;;;5.58272788;49.36352575
1092;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7528;;2010;15/06/2010;;Forêt/Boisement;;Non renseigné;;;55168;Duzey;889260;6920803;;;;;5.60496760;49.35866860
1093;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7529;;2011;14/06/2011;;Prairie;;Non renseigné;;;55168;Duzey;889599;6921202;12/01/2017;MORI Quentin;;;5.61036104;49.36220773
194;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);764;;1997;04/06/1997;;Prairie;;Non renseigné;;;55365;Murvaux;863913;6925438;;;;;5.25812729;49.40732366
236;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);1214;;1997;04/06/1997;;Disparue;;Non renseigné;;;55365;Murvaux;864112;6925138;03/04/2017;BRACH Mallaurie;Disparition Ortophotographie 2014 (confirmation RPG);;5.26075293;49.40457252
370;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);2313;;2002;07/03/2002;;Forêt/Boisement;;Non renseigné;;;55365;Murvaux;865233;6922085;;;;;5.27496456;49.37685378
57;CEN Lorraine;Inventaire Interreg lorraine;678;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;869675;6927665;;;;;5.33837196;49.42582115
179;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);649;;1996;16/05/1996;;Forêt/Boisement;;Non renseigné;;;55306;Louppy-sur-Loison;868216;6926533;;;;;5.31781446;49.41603671
977;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6529;;2009;19/05/2009;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;870431;6927689;;;;;5.34878625;49.42583708
978;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6530;;2009;14/05/2009;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;870142;6927564;;;;;5.34475624;49.42479661
987;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6540;;2009;20/05/2009;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;869804;6927454;;;;;5.34006977;49.42394963
988;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6541;;2009;20/05/2009;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;870166;6927687;;;;;5.34513837;49.42589254
1107;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7552;;2010;22/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009 Maj localisation;;55306;Louppy-sur-Loison;869482;6927702;16/12/2016;MORI Quentin;;;5.33634556;49.42626320
1135;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7590;;2010;04/06/2010;;Prairie;;Non renseigné;;;55306;Louppy-sur-Loison;870984;6929394;;;;;5.35710973;49.44100942
1055;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7470;;2009;27/03/2009;;Forêt/Boisement;;Non renseigné;;;55262;Juvigny-sur-Loison;867374;6928642;;;;;5.30706266;49.43520717
44;CEN Lorraine;Inventaire Interreg lorraine;215;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55425;Remoiville;870266;6926777;;;;;5.34614328;49.41769201
974;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6526;;2011;13/05/2011;;Prairie;;Non renseigné;;;55425;Remoiville;870687;6927545;;;;;5.35226134;49.42447382
975;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6527;;2009;19/05/2009;;Prairie;;Non renseigné;;;55425;Remoiville;870671;6927739;;;;;5.35211646;49.42622111
976;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6528;;2009;19/05/2009;;Prairie;;Non renseigné;;;55425;Remoiville;870557;6927619;;;;;5.35049712;49.42517441
979;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6531;;2009;14/05/2009;;Prairie;;Non renseigné;;;55425;Remoiville;871188;6927739;;;;;5.35923342;49.42608797
980;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6532;;2009;19/05/2009;;Prairie;;Non renseigné;Restaurée en 2011 - programme INTERREG;;55425;Remoiville;870440;6927480;;;;;5.34882735;49.42395783
981;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6533;;2011;15/06/2011;;Prairie;;Non renseigné;Restaurée en 2011 - programme INTERREG;;55425;Remoiville;870394;6927411;;;;;5.34815881;49.42335394
986;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6539;;2009;20/05/2009;;Prairie;;Non renseigné;;;55425;Remoiville;870789;6927409;;;;;5.35360766;49.42322651
992;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6549;;2009;20/05/2009;;Prairie;;Non renseigné;;;55425;Remoiville;870514;6927581;;;;;5.34988670;49.42484816
1009;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);6753;;2010;22/06/2010;;Prairie;;Non renseigné;;;55425;Remoiville;870108;6926884;;;;;5.34401248;49.41869367
1134;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7589;;2010;09/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009 - recalage rpg;;55425;Remoiville;871695;6929289;27/01/2017;MORI Quentin;;;5.36737572;49.43986969
6;CEN Lorraine;Inventaire Interreg lorraine;259;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55255;Jametz;874012;6927549;;;;;5.39805605;49.42361366
24;CEN Lorraine;Inventaire Interreg lorraine;240;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55255;Jametz;875356;6927706;;;;;5.41662106;49.42465075
30;CEN Lorraine;Inventaire Interreg lorraine;732;SCHMITT Virginie;2009;01/01/2009;;Prairie;;Non renseigné;;;55255;Jametz;873217;6925654;;;;;5.38631243;49.40680622
71;CEN Lorraine;Inventaire Interreg lorraine;681;SCHMITT Virginie;2010;01/01/2010;;Forêt/Boisement;;Non renseigné;;;55255;Jametz;872360;6927100;;;;;5.37511918;49.42003210
72;CEN Lorraine;Inventaire Interreg lorraine;682;SCHMITT Virginie;2010;01/01/2010;;Prairie;;Non renseigné;;;55255;Jametz;872926;6926239;;;;;5.38250235;49.41216746
160;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);526;;2010;25/05/2010;;Forêt/Boisement;;Non renseigné;;;55255;Jametz;872419;6927127;;;;;5.37593589;49.42025616
1099;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7541;;2010;16/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009;;55255;Jametz;873939;6927454;;;;;5.39700128;49.42278029
1100;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7542;;2010;16/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009 - Recalage RPG;;55255;Jametz;873839;6927229;26/01/2017;MORI Quentin;;;5.39612083;49.42085355
1101;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);7543;;2010;15/06/2010;;Prairie;;Non renseigné;Typologie : RPG 2009;;55255;Jametz;872477;6927368;16/12/2016;MORI Quentin;;;5.37683975;49.42251768
