Id;nom_source;nom_ldd;id_origin;auteur_in;annee_init;date_obs;confidenti;typo_ppale;typo_secon;fonction;commentair;financemen;cd_insee;commune;X_L93;Y_L93;maj_date;maj_auteur;maj_commen;prefixe;x;y
2198;Commission Reptiles Amphibiens;CSL - T. HINGRAY et P. BEAUDOUIN (Antenne Vosges) - 2012 - Base CRA (18-mars-2013);15387;;2012;07/05/2012;;Forêt/Boisement;;Non renseigné;;;88447;Saulxures-sur-Moselotte;983780;6768315;;;;;6.80485745;47.95372871
2199;Commission Reptiles Amphibiens;CSL - T. HINGRAY et P. BEAUDOUIN (Antenne Vosges) - 2012 - Base CRA (18-mars-2013);15389;;2012;07/05/2012;;Forêt/Boisement;;Non renseigné;;;88447;Saulxures-sur-Moselotte;983863;6768153;;;;;6.80422198;47.95221278
2200;Commission Reptiles Amphibiens;CSL - T. HINGRAY et P. BEAUDOUIN (Antenne Vosges) - 2012 - Base CRA (18-mars-2013);15390;;2012;16/08/2012;;Forêt/Boisement;;Non renseigné;Forte variation de hauteur d'eau;;88447;Saulxures-sur-Moselotte;983920;6768181;;;;;6.80664023;47.95246272
4286;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;08/06/2010;;Prairie;;Non renseigné;;;88447;Saulxures-sur-Moselotte;984057;6768187;;;;;6.80847837;47.95245359
1736;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);11999;;2011;23/04/2011;;Forêt/Boisement;;Non renseigné;;;88486;Vagney;977354;6775423;;;;;6.72170367;48.02035586
1737;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);12000;;2011;24/04/2011;;Prairie;;Non renseigné;;;88486;Vagney;975934;6775494;;;;;6.70273004;48.02159616
1740;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);12011;;2011;27/08/2011;;Prairie;;Non renseigné;;;88486;Vagney;977672;6774302;;;;;6.72525667;48.01014424
2624;CEN Lorraine;Observatoire Sud Mosellan;057csl_ec0258;COURTE Christophe;2006;01/12/2006;;Forêt/Boisement;;Non renseigné;;;57161;Cutting;982479;6867589;;;;;6.85063232;48.84634909
1498;Commission Reptiles Amphibiens;Carnets B - CSL - D. AUMAITRE - 2011 (Donnees_Damien_Aumaitre_CarnetB.xls) - Base CRA (18-mars-2013);10845;;2012;01/01/2019;;Prairie;;Non renseigné;;;54528;Toul;911040;6847348;28/10/2019;MORI Quentin;Vérification terrain Floragis;;5.86778848;48.69178911
1540;Commission Reptiles Amphibiens;Carnets B - LOANA - 2011 (Donnees_Loana_01072011_CarnetB.xls) - Base CRA (18-mars-2013);11039;;2011;02/05/2011;;Prairie;;Non renseigné;;;54528;Toul;912215;6849940;03/05/2017;BRACH Mallaurie;;;5.88503588;48.71470477
3807;NEOMYS;Etude de la faune aquatique des zones humides de la plaine de la Woëvre;187;LEDORE Yannick;2003;01/01/2019;;Forêt/Boisement;;Non renseigné;;;54528;Toul;911787;6849994;30/10/2019;MORI Quentin;Vérification terrain Floragis;;5.87925021;48.71532430
3808;NEOMYS;Etude de la faune aquatique des zones humides de la plaine de la Woëvre;2;LEDORE Yannick;2003;11/03/2003;;Disparue;;Abreuvoir;Non revue en 2014;;54528;Toul;912774;6849250;;;;;5.89229047;48.70831610
2144;Commission Reptiles Amphibiens;"CSL - (PNRL - J.-P. Vacher - J. Lambrey) - Etude ""Bombina bombina - Sud Moselle"" - DREAL - 2012";15088;;2012;11/06/2012;;Forêt/Boisement;;Non renseigné;;;57053;Bassing;979315;6872132;;;;;6.81055541;48.88853569
2205;Commission Reptiles Amphibiens;CSL - T. HINGRAY et P. BEAUDOUIN (Antenne Vosges) - 2012 - Base CRA (18-mars-2013);15399;;2012;07/04/2012;;Prairie;;Non renseigné;;;88196;Gérardmer;990370;6778510;;;;;6.89812253;48.04245497
4242;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Prairie;;Non renseigné;;;88196;Gérardmer;989459;6780253;;;;;6.88707126;48.05852276
4243;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Forêt/Boisement;;Non renseigné;;;88196;Gérardmer;988649;6780344;;;;;6.87626906;48.05970341
4244;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Tourbière;;Non renseigné;A recreuser - Mare n°3;;88196;Gérardmer;988570;6779613;;;;;6.87638070;48.05318250
4245;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Tourbière;;Non renseigné;;;88196;Gérardmer;988558;6779534;;;;;6.87616117;48.05247887
4246;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Tourbière;;Non renseigné;A recreuser - Mare n°2;;88196;Gérardmer;988686;6779588;;;;;6.87792339;48.05290734
4247;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Tourbière;;Non renseigné;A recreuser - Mare n°1;;88196;Gérardmer;988686;6779497;;;;;6.87786317;48.05208584
4248;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Prairie;;Non renseigné;;;88196;Gérardmer;989102;6779102;;;;;6.88152186;48.04833757
4249;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Prairie;;Non renseigné;;;88196;Gérardmer;988886;6779027;;;;;6.87857718;48.04776074
4250;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Prairie;;Non renseigné;;;88196;Gérardmer;987727;6779754;;;;;6.86351591;48.05480710
4276;CEN Lorraine;"Stage CEN P. Grisvard; 2010";;GRISVARD Pierre;2010;07/06/2010;;Tourbière;;Non renseigné;A recreuser - Mare n°2;;88196;Gérardmer;985914;6780006;;;;;6.84103189;48.05788137
1563;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11137;;2011;22/03/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;55117;Clermont-en-Argonne;851565;6889741;;;;;5.07517639;49.08958255
2444;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0241;POLLET Emmanuel;2006;15/09/2006;;Prairie;;Non renseigné;;;57255;Gosselming;993930;6862928;;;;;7.00324670;48.79936280
3664;NEOMYS;zones humides CC ArcMosellan;;;2010;;;Forêt/Boisement;;Non renseigné;;;57269;Guénange;935468;6915591;;;;;6.23739518;49.29648706
1853;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);13715;;2011;03/04/2011;;Forêt/Boisement;;Non renseigné;;;57022;Angevillers;922294;6925789;;;;;6.06189095;49.39280539
2187;Commission Reptiles Amphibiens;Carnets B - NEOMYS - 2012 -  Base CRA (18-mars-2013);15328;;2012;09/05/2012;;Carrière/Gravière;;Non renseigné;;;57019;Amnéville;926684;6910657;;;;;6.11407953;49.25533888
2188;Commission Reptiles Amphibiens;Carnets B - NEOMYS - 2012 -  Base CRA (18-mars-2013);15329;;2012;09/05/2012;;Carrière/Gravière;;Non renseigné;;;57019;Amnéville;926699;6910471;;;;;6.11418465;49.25366277
2189;Commission Reptiles Amphibiens;Carnets B - NEOMYS - 2012 -  Base CRA (18-mars-2013);15330;;2012;09/05/2012;;Carrière/Gravière;;Non renseigné;;;57019;Amnéville;926713;6910755;;;;;6.11453068;49.25621071
2190;Commission Reptiles Amphibiens;Carnets B - NEOMYS - 2012 -  Base CRA (18-mars-2013);15334;;2012;09/05/2012;;Carrière/Gravière;;Non renseigné;;;57019;Amnéville;926826;6910660;;;;;6.11602986;49.25531548
2382;Région Grand Est;SAGE Bassin ferrifère;ZH2_070;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;57672;Thionville;926991;6923338;;;;;6.12518661;49.36913586
2186;Commission Reptiles Amphibiens;Carnets B - NEOMYS - 2012 -  Base CRA (18-mars-2013);15327;;2012;09/05/2012;;Carrière/Gravière;;Non renseigné;;;57591;Rombas;926545;6910376;;;;;6.11201998;49.25286487
4375;ONF 54;"ONF 54; 2013";;;2013;01/01/2013;;Forêt/Boisement;;Non renseigné;;;54211;Frémonville;988230;6840937;;;;;6.91092707;48.60437905
4376;ONF 54;"ONF 54; 2013";;;2013;01/01/2013;;Forêt/Boisement;;Non renseigné;;;54211;Frémonville;987980;6841085;;;;;6.90763288;48.60581932
4377;ONF 54;"ONF 54; 2013";;;2013;01/01/2013;;Forêt/Boisement;;Non renseigné;;;54211;Frémonville;987293;6841415;;;;;6.89855257;48.60909194
4378;ONF 54;"ONF 54; 2013";;;2013;01/01/2013;;Forêt/Boisement;;Non renseigné;;;54211;Frémonville;987880;6838553;;;;;6.90458317;48.58311294
4379;ONF 54;"ONF 54; 2013";;;2013;01/01/2013;;Forêt/Boisement;;Non renseigné;;;54211;Frémonville;987204;6840818;;;;;6.89694590;48.60376703
3896;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;978758;6844511;;;;;6.78492230;48.64063685
3897;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;978780;6844207;;;;;6.78501762;48.63789893
3898;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;978256;6844598;;;;;6.77817164;48.64163292
3899;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;978222;6844554;;;;;6.77768116;48.64125766
3900;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;978178;6844601;;;;;6.77712296;48.64169411
3901;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;977667;6844216;;;;;6.76994076;48.63846106
3902;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;977760;6844167;;;;;6.77118513;48.63809412
3903;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;977438;6843804;;;;;6.76656548;48.63485597
3905;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;977537;6843442;;;;;6.76767413;48.63155560
3906;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54013;Amenoncourt;977680;6843358;;;;;6.76955284;48.63074238
3904;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54308;Leintrey;977125;6843584;;;;;6.76217899;48.63301354
3907;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54308;Leintrey;977029;6842410;;;;;6.76011892;48.62250112
3908;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54308;Leintrey;977342;6842304;;;;;6.76429270;48.62142003
3909;ECOLOR;étude ECOLOR;;;2012;01/01/2012;;Forêt/Boisement;;Non renseigné;;;54308;Leintrey;977779;6841811;;;;;6.76989590;48.61680485
3915;AERM;;;LEMOINE Marie;2013;22/05/2013;;Marais;;Non renseigné;;;57337;Hoste;983449;6891836;;;;;6.88006076;49.06369967
3916;AERM;;;LEMOINE Marie;2013;22/05/2013;;Prairie;;Pédagogique;;;57337;Hoste;983447;6892171;;;;;6.88026666;49.06670700
1684;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11647;;2011;23/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57571;Rémering-lès-Puttelange;986648;6886896;;;;;6.92043278;49.01791094
1675;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11627;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;981602;6887514;;;;;6.85193404;49.02569627
1676;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11628;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;981831;6887437;;;;;6.85501290;49.02490509
1677;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11629;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;981895;6887068;;;;;6.85563631;49.02155952
1678;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11630;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;982080;6889850;;;;;6.86002111;49.04646162
1679;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11631;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;982452;6887952;;;;;6.86383901;49.02925119
1680;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11632;;2011;24/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57615;Saint-Jean-Rohrbach;982685;6889976;;;;;6.86838056;49.04732409
1674;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11624;;2011;25/05/2011;;Prairie;;Non renseigné;Base CRA (18-mars-2013);;57573;Réning;980504;6878777;;;;;6.83114441;48.94770244
2146;Commission Reptiles Amphibiens;"CSL - (PNRL - J.-P. Vacher - J. Lambrey) - Etude ""Bombina bombina - Sud Moselle"" - DREAL - 2012";15103;;2012;22/05/2012;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980756;6878101;;;;;6.83413301;48.94152253
2594;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0651;POLLET Emmanuel;2005;15/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;981667;6878672;;;;;6.84693550;48.94625463
2595;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0652;POLLET Emmanuel;2005;15/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;981659;6878651;;;;;6.84681056;48.94606238
2596;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0653;POLLET Emmanuel;2005;19/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980433;6878565;;;;;6.83003982;48.94582732
2597;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0654;POLLET Emmanuel;2005;19/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980536;6878446;;;;;6.83136568;48.94471535
2598;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0658;POLLET Emmanuel;2005;25/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980828;6878121;;;;;6.83513453;48.94166693
2599;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0655;POLLET Emmanuel;2005;20/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980762;6878024;;;;;6.83416483;48.94082377
2600;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0656;POLLET Emmanuel;2005;20/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980742;6877944;;;;;6.83384186;48.94011386
2601;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0657;POLLET Emmanuel;2005;20/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980715;6877962;;;;;6.83348461;48.94029185
2602;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0659;POLLET Emmanuel;2005;26/04/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980832;6878358;;;;;6.83534336;48.94379308
2929;PNRL;Base PNR Lorraine;667;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980598;6877945;;;;;6.83187095;48.94018593
2930;PNRL;Base PNR Lorraine;668;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980609;6877935;;;;;6.83201730;48.94009482
2931;PNRL;Base PNR Lorraine;669;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980655;6877923;;;;;6.83264044;48.93996414
2932;PNRL;Base PNR Lorraine;670;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980668;6877920;;;;;6.83281603;48.93993602
2933;PNRL;Base PNR Lorraine;679;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980654;6878004;;;;;6.83267390;48.94069593
2934;PNRL;Base PNR Lorraine;680;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980662;6878019;;;;;6.83280349;48.94082232
2935;PNRL;Base PNR Lorraine;681;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980680;6878012;;;;;6.83303610;48.94075186
2936;PNRL;Base PNR Lorraine;682;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;980688;6878023;;;;;6.83316377;48.94085221
2937;PNRL;Base PNR Lorraine;690;GUERNOUB N.;2005;01/01/2005;;Forêt/Boisement;;Non renseigné;;;57573;Réning;981716;6878538;;;;;6.84751813;48.94502230
2948;PNRL;Base PNR Lorraine;769;GUERNOUB N.;2005;01/01/2005;;Prairie;;Non renseigné;Typologie : RPG 2009;;57573;Réning;981870;6878627;;;;;6.84967609;48.94575694
2139;Commission Reptiles Amphibiens;PNRL - Inventaire mares (extrait) (O. Nourrigeon et J.B. Lusson) - 2012 - Base CRA (18-mars-2013);15077;PNR de Lorraine;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57488;Moussey;976774;6846547;;;;;6.75933750;48.65978618
2140;Commission Reptiles Amphibiens;PNRL - Inventaire mares (extrait) (O. Nourrigeon et J.B. Lusson) - 2012 - Base CRA (18-mars-2013);15080;PNR de Lorraine;2004;01/01/2004;;Prairie;;Non renseigné;;;57488;Moussey;977862;6846970;;;;;6.77436564;48.66311370
2585;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0562;POLLET Emmanuel;2004;01/07/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57488;Moussey;977909;6846929;;;;;6.77498244;48.66273216
2742;PNRL;Base PNR Lorraine;224;MOUSSEAULT C.;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57488;Moussey;976692;6847809;;;;;6.75904229;48.67116149
2743;PNRL;Base PNR Lorraine;225;MOUSSEAULT C.;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57488;Moussey;976825;6847936;;;;;6.76092831;48.67224198
2744;PNRL;Base PNR Lorraine;226;MOUSSEAULT C.;2004;01/01/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57488;Moussey;977714;6848397;;;;;6.77329209;48.67599869
2745;PNRL;Base PNR Lorraine;228;MOUSSEAULT C.;2004;01/01/2004;;Inconnue;;Non renseigné;;;57488;Moussey;978211;6846753;;;;;6.77896142;48.66102200
2746;PNRL;Base PNR Lorraine;229;MOUSSEAULT C.;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57488;Moussey;979663;6849329;;;;;6.80033880;48.68353441
1727;Commission Reptiles Amphibiens;"CSL - L. WENK - Stage ""Etude Rainette Sud Mosellan""  - 2007 (1 base Access + 1 couche SIG)";11937;;2007;12/06/2007;;Prairie;;Non renseigné;;;57394;Léning;979790;6880030;;;;;6.82223988;48.95927120
2401;CEN Lorraine;Observatoire Sud Mosellan;057csl_ec0028;SCHMITT Erwin;2011;03/08/2016;;Prairie;;Abreuvoir;Typologie : RPG 2009;;57394;Léning;980057;6878578;04/08/2016;MORI Quentin;;;6.82492113;48.94610701
2402;CEN Lorraine;Observatoire Sud Mosellan;057csl_ec0030;SCHMITT Erwin;2006;11/05/2006;;Prairie;;Non renseigné;Typologie : RPG 2009;;57394;Léning;979143;6880082;;;;;6.81345002;48.96001222
1670;Commission Reptiles Amphibiens;Carnets B - CSL - Stagiaires - 2011 - 1/2 (Donnees Stagiaires_01072011_Carnet B.xls);11600;;2011;25/05/2011;;Forêt/Boisement;;Non renseigné;Base CRA (18-mars-2013);;57375;Lagarde;972418;6847992;;;;;6.70118042;48.67461738
2505;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0314;POLLET Emmanuel;2005;03/05/2005;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;974070;6850224;;;;;6.72444989;48.69393065
2506;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0318;POLLET Emmanuel;2005;03/05/2005;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;971592;6850605;09/04/2018;UNREIN Emmanuelle;Pas en eau ortho2015 et goggle sat2018;;6.69163813;48.69843828
2507;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0405;POLLET Emmanuel;2005;16/09/2005;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;971960;6848528;;;;;6.69530194;48.67962445
2508;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0410;POLLET Emmanuel;2005;16/05/2005;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972703;6847958;;;;;6.70502657;48.67419168
2509;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0406;POLLET Emmanuel;2005;16/09/2005;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972870;6847930;;;;;6.70727178;48.67387241
2510;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0552;POLLET Emmanuel;2004;21/06/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;974836;6850784;;;;;6.73578095;48.69867837
2511;CEN Lorraine;Observatoire Sud Mosellan;057CSL_0559;POLLET Emmanuel;2004;19/07/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;972782;6849251;09/04/2018;UNREIN Emmanuelle;Recalage ortho2015 et doute typologie;;6.70638334;48.68570268
2747;PNRL;Base PNR Lorraine;231;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;970211;6850504;;;;;6.67282243;48.69811640
2748;PNRL;Base PNR Lorraine;232;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;970551;6850598;;;;;6.67750292;48.69881128
2749;PNRL;Base PNR Lorraine;233;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;970609;6850583;;;;;6.67826993;48.69865435
2750;PNRL;Base PNR Lorraine;234;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972227;6848298;;;;;6.69877710;48.67744829
2751;PNRL;Base PNR Lorraine;235;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972568;6848278;;;;;6.70339647;48.67712831
2752;PNRL;Base PNR Lorraine;236;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972265;6847967;;;;;6.69908995;48.67445359
2753;PNRL;Base PNR Lorraine;237;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;972814;6847825;;;;;6.70645187;48.67295154
2754;PNRL;Base PNR Lorraine;238;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;973010;6847745;;;;;6.70905825;48.67214736
2755;PNRL;Base PNR Lorraine;239;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;974316;6848739;;;;;6.72740946;48.68052794
2756;PNRL;Base PNR Lorraine;240;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;974597;6849028;;;;;6.73140467;48.68300433
2757;PNRL;Base PNR Lorraine;241;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;974646;6848947;;;;;6.73201340;48.68225499
2758;PNRL;Base PNR Lorraine;242;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;975155;6848321;;;;;6.73852525;48.67641303
2759;PNRL;Base PNR Lorraine;243;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;975483;6848635;;;;;6.74317616;48.67909899
2760;PNRL;Base PNR Lorraine;244;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;975660;6848944;;;;;6.74577466;48.68179168
2761;PNRL;Base PNR Lorraine;245;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;975786;6849078;;;;;6.74757064;48.68294274
2762;PNRL;Base PNR Lorraine;246;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;975970;6848681;;;;;6.74980991;48.67929831
2763;PNRL;Base PNR Lorraine;247;ROBILLOT Lucille;2004;01/01/2004;;Forêt/Boisement;;Non renseigné;;;57375;Lagarde;976231;6848772;;;;;6.75340855;48.68000714
2765;PNRL;Base PNR Lorraine;249;ROBILLOT Lucille;2004;01/01/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;972360;6850263;;;;;6.70154814;48.69508095
2766;PNRL;Base PNR Lorraine;252;ROBILLOT Lucille;2004;01/01/2004;;Prairie;;Non renseigné;Typologie : RPG 2009;;57375;Lagarde;970759;6848124;09/04/2018;UNREIN Emmanuelle;recalage ortho 2015;;6.67836256;48.67645619
2945;PNRL;Base PNR Lorraine;756;GUERNOUB N.;2005;01/01/2005;;Prairie;;Non renseigné;;;57375;Lagarde;972614;6848863;09/04/2018;UNREIN Emmanuelle;"Sur un chemin; peut être dans le bosquet a proximité";;6.70439556;48.68236039
2147;Commission Reptiles Amphibiens;PNRL - Inventaire mares (extrait) (O. Nourrigeon et J.B. Lusson) - 2012 - Base CRA (18-mars-2013);15104;PNR de Lorraine;2004;01/01/2004;;Prairie;;Non renseigné;;;57042;Avricourt;980575;6847644;;;;;6.81160405;48.66799826
1743;Commission Reptiles Amphibiens;Base CRA (18-mars-2013);12015;;2010;19/03/2010;;Carrière/Gravière;;Non renseigné;;;54521;Thil;911353;6934676;;;;;5.91584581;49.47634104
2385;Région Grand Est;SAGE Bassin ferrifère;ZH2_067;;2012;01/01/2012;;Carrière/Gravière;;Non renseigné;;;54521;Thil;911254;6935294;;;;;5.91479873;49.48192707
4155;CEN Lorraine;;;;2010;15/04/2010;;Prairie;;Non renseigné;;;57598;Rouhling;993007;6899230;;;;;7.01751146;49.12581756
4156;CEN Lorraine;;;;2010;15/04/2010;;Prairie;;Non renseigné;;;57598;Rouhling;992964;6899096;;;;;7.01682254;49.12462883
